,Maker,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
13,Renault,Kwid,Std 0.8,283290,799,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2517,N/A,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,N/A,N/A,N/A,N/A,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2442 mm,165/70 R14,N/A,N/A,Not on offer,N/A,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",N/A,Internal,300 litres,N/A,N/A,N/A,N/A,Front,N/A,Front,Yes,N/A,N/A,Internal,Digital,Manual,Digital,Yes,N/A,Yes,N/A,Not Applicable,Heater,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,Driver frontal airbag,N/A,Yes,Yes,Yes,10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,Renault,Kwid,Rxl 0.8,383290,799,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2517,N/A,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,N/A,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Yes,N/A,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,Renault,Kwid,Rxt 0.8,413290,799,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1580,Hatchback,5.0,2517,N/A,2517,N/A,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,N/A,N/A,N/A,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,N/A,Yes,N/A,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,Renault,Kwid,Rxt 1.0,433290,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2301,N/A,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,N/A,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,Renault,Kwid,Climber 1.0 Mt,454490,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2301,N/A,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,N/A,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Front Row,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,Renault,Kwid,Rxt Amt 1.0,463290,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2404,N/A,669,N/A,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,165/70 R14,N/A,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,N/A,N/A,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,Front Row,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,Renault,Kwid,Climber Amt 1.0,484490,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2404,N/A,669,N/A,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,165/70 R14,N/A,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,N/A,N/A,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Front Row,0,Driver frontal airbag,Yes,Yes,Yes,Yes,10,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,Renault,Kwid,Rxt (O) 1.0,440990,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2301,N/A,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,N/A,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,20,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,Renault,Kwid,Rxt (O) Amt 1.0,470990,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2301,N/A,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Automatic,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,N/A,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,20,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22,Renault,Kwid,Climber (O) Mt 1.0,462190,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2301,N/A,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,All Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,165/70 R14,N/A,Yes,CD Player with USB & Aux-in,Yes,N/A,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,N/A,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Front Row,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,20,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23,Renault,Kwid,Climber (O) Amt 1.0,492190,999,30,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5.0,2517,N/A,2404,N/A,669,N/A,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,0,0,165/70 R14,165/70 R14,Electric Power,All Windows,N/A,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,165/70 R14,N/A,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,N/A,N/A,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,N/A,Front,Yes,N/A,Yes,Internal,Digital,Manual,Digital,Yes,N/A,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Front Row,0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,20,0,N/A,N/A,N/A,Rear sensors with camera,N/A,Yes,N/A,N/A,N/A,Touch Sensitive,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,Maruti Suzuki,Eeco,5 Str,352136,1196,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5.0,12,15 km/litre,15,N/A,920,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,N/A,N/A,N/A,N/A,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,155 R13 LT,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,400 litres,N/A,N/A,Yes,N/A,Not on offer,N/A,N/A,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Normal,N/A,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,1510,Driver frontal airbag,N/A,Yes,N/A,N/A,10,99,Rake,N/A,Rear Reading Lamp,Rear sensors,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25,Maruti Suzuki,Eeco,7 Str,380573,1196,40,40,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5.0,12,15 km/litre,15,N/A,940,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,N/A,N/A,N/A,N/A,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,7.0,Fabric,Manual,2350 mm,155 R13 LT,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,250 litres,N/A,N/A,Yes,N/A,Not on offer,N/A,N/A,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Internal,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Normal,N/A,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,1540,Driver frontal airbag,N/A,Yes,N/A,N/A,10,99,Rake,N/A,N/A,Rear sensors,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5.0,11,15 km/litre,15,N/A,928,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,N/A,N/A,N/A,N/A,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,155 R13 LT,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,400 litres,N/A,N/A,Yes,N/A,Not on offer,N/A,N/A,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1510,N/A,N/A,N/A,N/A,N/A,00,99,Rake,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5.0,0,N/A,0,20 km/kg,1050,5,160,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,N/A,N/A,N/A,N/A,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,155 R13 LT,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,400 litres,N/A,N/A,Yes,N/A,Not on offer,N/A,N/A,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,N/A,N/A,N/A,N/A,Normal,N/A,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,1510,Driver frontal airbag,N/A,Yes,N/A,N/A,10,99,Rake,N/A,N/A,Rear sensors,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196,40,40,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5.0,0,N/A,0,20 km/kg,1030,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,N/A,N/A,N/A,N/A,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,155 R13 LT,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,400 litres,N/A,N/A,Yes,N/A,Not on offer,N/A,N/A,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,N/A,Driver & Front Passenger,Not Applicable,Heater,Yes,N/A,N/A,N/A,N/A,N/A,Normal,N/A,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,1510,Driver frontal airbag,N/A,Yes,N/A,N/A,10,99,Rake,N/A,N/A,Rear sensors,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29,Maruti Suzuki,Alto K10,Lxi,377588,998,30,40,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5.0,14,17 km/litre,2407,N/A,745,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,Yes,N/A,N/A,N/A,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2360 mm,155/65R13,N/A,N/A,Not on offer,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,177 litres,N/A,N/A,Yes,N/A,Front,N/A,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",N/A,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1210,Driver frontal airbag,N/A,Yes,N/A,N/A,10,0,N/A,tubeless tyre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30,Maruti Suzuki,Alto K10,Vxi,394036,998,30,40,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5.0,14,17 km/litre,2407,N/A,750,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,Yes,Only Front Windows,N/A,N/A,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2360 mm,155/65R13,N/A,Yes,CD/MP3 Player,N/A,N/A,2 years /40000 Kms (years/distance whichever comes first),N/A,Internal,177 litres,Yes,Yes,Yes,Digital,Front,N/A,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,1210,Driver frontal airbag,N/A,Yes,Yes,Yes,10,0,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
